Time Range,Vessel ID,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Vessel Presence Hours
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",0c263e565-55bf-e173-7e03-9409426f58c0,JPN,NO.83GENEIMARU,2024-07-23T00:00:00Z,2024-08-22T17:00:00Z,SQUID_JIGGER,FISHING,431700719,,,2017-01-09T20:14:35Z,2024-08-23T23:55:02Z,663.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c50ff9477-7627-7818-618d-a88e1a068fb4,JPN,KINSAI MARU NO.1,2024-08-02T03:00:00Z,2024-08-10T14:00:00Z,DRIFTING_LONGLINES,FISHING,431378000,9882841,7KFQ,2019-08-12T01:00:30Z,2024-08-23T23:59:49Z,204.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1e239f330-0430-689a-6d1a-dcb022de003a,CHN,ZHOU YU 962,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,INCONCLUSIVE,FISHING,412549571,1033315,BZYJ,2023-09-24T02:34:03Z,2024-08-23T23:59:56Z,744.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",54031b582-272d-242c-2754-22d019c71d79,CHN,PUYUAN775,2024-07-27T13:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412549036,,BZVE6,2021-12-21T01:17:33Z,2024-08-23T23:50:35Z,469.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f20e96b51-1ca7-2e99-b312-46db5178491c,JPN,EIYUUMARU NO.21,2024-07-28T01:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431501689,,,2024-04-09T10:19:08Z,2024-08-23T23:22:52Z,460.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",cd0512c98-8275-afa8-9a41-cbe69d47dd3d,JPN,JINSYOU  MARU,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431500801,,,2021-06-23T02:10:37Z,2024-08-23T04:54:08Z,428.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a1fd5899a-ae80-43c4-035a-640f5c66b90e,TWN,JIA ZHAN,2024-07-23T00:00:00Z,2024-08-13T02:00:00Z,DRIFTING_LONGLINES,FISHING,416001233,,BK6977,2023-11-09T15:39:46Z,2024-08-22T21:46:01Z,130.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",049b9b3c3-3a31-7480-98b4-ce27d721a465,TWN,SHENG I TSAI NO888,2024-08-13T15:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416230500,,BJ4963,2022-01-25T16:19:34Z,2024-08-23T23:59:46Z,185.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",94ee0ae37-7d97-6397-9c00-f649bbe10996,CHN,ZHONG JI 868,2024-07-25T10:00:00Z,2024-08-14T07:00:00Z,CARRIER,CARRIER,412549096,,BZV7S,2023-06-19T03:18:02Z,2024-08-23T04:55:47Z,24.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",5931fb453-3ee1-27fb-1e13-969a65f91c6e,CHN,XINHAI1201,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412420954,,BZV2S,2021-03-01T01:32:23Z,2024-08-23T23:58:14Z,511.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",12c7004e3-346b-f730-d6e6-3cc53296b4ba,CHN,ZHOU YU 961,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,INCONCLUSIVE,FISHING,412549569,1033274,BZYW,2023-09-24T06:20:02Z,2024-08-23T23:57:15Z,744.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1945987e3-31f6-1277-a374-527afd864151,CHN,665,2024-07-23T03:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440487,,00665,2024-03-21T08:48:26Z,2024-08-23T22:50:04Z,195.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a8a2c9171-1115-3b3e-63e5-b2c1e622458a,KOR,301 SAM YOUNG,2024-07-26T01:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,440076000,8623145,HLLN,2013-05-25T13:23:40Z,2024-08-23T23:58:55Z,602.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",304fd8f30-03d9-5956-74b0-9a5de19f37c5,TWN,XING FU FA,2024-07-23T00:00:00Z,2024-08-02T23:00:00Z,DRIFTING_LONGLINES,FISHING,416221500,,BJ4982,2017-01-21T19:59:08Z,2024-07-19T18:57:35Z,249.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ab3d110d0-056d-a24d-ee63-b9d1637541a5,TWN,WIN FAR FU NO 1,2024-07-23T00:00:00Z,2024-08-19T04:00:00Z,SQUID_JIGGER,FISHING,416241900,9697399,BI2622,2023-11-28T00:07:07Z,2024-08-19T04:31:15Z,265.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",51a276d0c-c12e-c423-1d93-58e56298c89a,TWN,SHIN DAR,2024-07-23T16:00:00Z,2024-08-15T23:00:00Z,SQUID_JIGGER,FISHING,416004903,9797151,BL2168,2022-12-09T00:29:50Z,2024-08-14T04:48:31Z,247.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",d8c38769c-cb14-72ae-ce18-d74a59215d52,TWN,ZI DA HONG,2024-07-23T00:00:00Z,2024-08-22T02:00:00Z,SQUID_JIGGER,FISHING,416251800,9832171,BL2130,2022-12-31T01:52:13Z,2024-08-22T02:59:26Z,276.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",43a62e804-41a5-1dcc-f71b-f884ff7fe427,TWN,HSIANG HO NO.8,2024-08-10T19:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,416252600,9842633,BL2136,2017-12-21T08:53:28Z,2024-08-23T23:43:44Z,154.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",97a864d32-2f2c-752c-ba4d-63aac4e585cb,TWN,JAI FA NO.8,2024-07-30T13:00:00Z,2024-08-18T04:00:00Z,SQUID_JIGGER,FISHING,416004857,9766712,BI2652,2015-04-02T06:31:00Z,2024-08-18T04:58:45Z,52.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",30bcefad7-7f28-076d-cac8-38ee68c73130,CHN,HAI FENG 2,2024-08-17T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412439742,,,2012-08-01T03:38:21Z,2024-08-23T23:12:44Z,65.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",bb0e843dd-d755-376c-bb0b-f66a245aa20a,CHN,FUYUANYU081,2024-08-19T11:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440478,,BZUN8,2022-05-31T14:55:14Z,2024-08-23T21:49:43Z,28.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ebe2df1b1-1637-811d-b356-4466366ed383,TWN,JENQ DA MING,2024-08-13T02:00:00Z,2024-08-18T05:00:00Z,SQUID_JIGGER,FISHING,416505000,8684797,BL2189,2023-08-29T01:33:30Z,2024-08-18T05:07:42Z,109.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",4b8ba7ae8-896f-7f6b-42c7-83af40f11a0d,CHN,JING YUAN 618,2024-08-10T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412331053,9768306,BZSF3,2016-12-05T00:34:36Z,2024-08-23T23:57:53Z,278.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3e6097ad3-3133-43a9-1ff8-2682887fa525,JPN,NO.63FUKUJUMARU,2024-08-10T18:00:00Z,2024-08-15T07:00:00Z,FISHING,FISHING,431742000,,,2018-09-07T08:41:32Z,2024-08-23T11:31:37Z,11.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",883fea1d3-3408-4e8f-f100-692d44c204e2,CHN,LU WEN YUAN YU 178,2024-08-03T07:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412329683,,BCFF4,2014-12-16T01:58:53Z,2024-08-23T21:48:55Z,88.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",912c09db9-9673-7942-3ff4-376280f24538,CHN,LURONGYUANYUYUN178,2024-08-10T15:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412549473,9861275,BZYF3,2022-06-30T01:21:41Z,2024-08-23T23:59:19Z,260.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1e0b1d4f3-3d18-82f4-4cf5-201b072e260a,JPN,SEIRYOMARU NO18,2024-07-23T19:00:00Z,2024-08-16T05:00:00Z,DRIFTING_LONGLINES,FISHING,431002127,,,2015-09-12T13:00:14Z,2024-08-23T11:30:36Z,257.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",066de52ef-ff7f-75a6-2c3f-13304a76bbe4,JPN,SACHIMARU NO.28,2024-07-23T04:00:00Z,2024-07-29T17:00:00Z,POLE_AND_LINE,FISHING,431024073,,,2024-04-16T04:34:57Z,2024-08-23T23:57:14Z,13.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",4fcf3cb27-7c18-93b3-a89c-350a5b06e5ff,JPN,GENEIMARU NO68,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,431704510,,,2016-06-13T10:43:59Z,2024-08-23T23:30:01Z,467.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",47223ae45-5a3a-a9e2-6b02-5a9e5027202e,CHN,ZHOU YU 935,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412549597,1046398,BZVF5,2024-01-06T00:20:56Z,2024-08-23T23:59:54Z,744.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3fea25309-991e-f480-8765-bd49fbdd1382,CHN,ZHOU YU 936,2024-07-23T02:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412549598,1046477,BZVF6,2024-03-06T02:15:10Z,2024-08-23T23:59:36Z,701.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",46253ee96-6e85-1b40-7519-f7171e287b13,JPN,MEIHO MARU NO.22,2024-07-23T00:00:00Z,2024-08-01T11:00:00Z,POLE_AND_LINE,FISHING,431801000,9119751,JDUT,2024-02-16T05:16:40Z,2024-08-23T23:59:10Z,228.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a4a515a08-8fab-2134-0fba-27c936d26128,CHN,HAI FENG 2,2024-07-23T02:00:00Z,2024-08-16T23:00:00Z,SQUID_JIGGER,FISHING,412439742,,BZ5VC,2018-10-10T00:58:52Z,2024-03-22T05:17:00Z,259.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",23b007160-0b74-8722-30e8-4ff497a91a47,JPN,SINSEIMARU NO.23,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431500130,,,2020-09-03T04:05:08Z,2024-08-23T22:54:44Z,384.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",d01cb93bb-be5f-f099-e72d-cf084c068035,TWN,CHERNG YIH MAAN,2024-07-23T00:00:00Z,2024-08-08T00:00:00Z,DRIFTING_LONGLINES,FISHING,416002216,,BJ4767,2012-09-03T02:06:05Z,2024-08-17T09:53:23Z,379.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f9852da5a-a594-fab0-764e-d472e495f314,TWN,MAN QING FONG NO33,2024-07-23T00:00:00Z,2024-07-28T01:00:00Z,DRIFTING_LONGLINES,FISHING,416225800,,BJ4419,2019-09-26T04:40:52Z,2024-08-09T04:29:28Z,101.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a35b0df62-2054-d0c2-b0a3-7fb6d52300e1,TWN,LIAN YEOU FA,2024-07-23T09:00:00Z,2024-07-30T23:00:00Z,FISHING,FISHING,416000206,,BJ4482,2013-07-03T00:54:13Z,2024-08-23T21:01:05Z,48.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",09e7a2a25-58ec-770d-3870-c513e029e657,TWN,CHIN YU NO.38,2024-07-23T10:00:00Z,2024-08-08T19:00:00Z,DRIFTING_LONGLINES,FISHING,416002201,,BJ4771,2019-08-17T02:59:21Z,2024-08-23T23:59:51Z,123.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3d96ab623-3078-c904-79a9-dcd7280a0925,CHN,FU YUAN YU YUN 088,2024-07-23T03:00:00Z,2024-07-27T04:00:00Z,CARRIER,CARRIER,412549513,8792166,BZ9UQ,2023-03-30T02:39:22Z,2024-08-01T05:23:38Z,35.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",e926d3ad6-6ace-207a-0c55-1d6dabeb28ad,CHN,FU YUAN YU 7012,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549512,9930894,BZU6D,2023-03-24T09:14:21Z,2024-08-23T23:59:50Z,718.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8a488af23-3445-c221-036c-f6e11818efc8,CHN,FU YUAN YU 8677,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440685,,BZUY7,2018-09-19T07:13:39Z,2024-08-23T23:35:28Z,723.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b4d874293-3ef4-b50f-9986-e56e676e296e,CHN,FUYUANYU  8637,2024-07-23T01:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549365,9933729,BZ3VR,2024-02-25T10:42:16Z,2024-08-23T23:59:47Z,719.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78,CHN,LURONGYUANYUYUN998,2024-07-23T00:00:00Z,2024-08-17T04:00:00Z,CARRIER,CARRIER,412331167,,BCFD5,2015-08-21T00:40:36Z,2024-08-23T23:59:30Z,604.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c89605d07-73d1-9e5e-6b9f-7a3bf9074f03,CHN,ZHANHAI002,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412549017,,BZWA2,2018-11-30T05:11:37Z,2024-08-23T04:53:22Z,352.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",04e0b95fc-c047-7973-d9b4-b3d6cc87d38b,TWN,JINFU-SHENG,2024-07-23T00:00:00Z,2024-08-02T09:00:00Z,DRIFTING_LONGLINES,FISHING,416003063,,BJ4036,2021-03-06T01:37:50Z,2024-08-23T23:51:49Z,250.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ef85ea8f3-3402-e2d7-0a1e-c5f174dc88c4,TWN,FULL LOAD NO168,2024-08-19T13:00:00Z,2024-08-22T21:00:00Z,SQUID_JIGGER,FISHING,416248800,,BI2658,2023-06-30T02:16:31Z,2024-08-23T23:59:27Z,81.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ca9715832-2d0b-3b92-6f61-9ef33519dfaa,JPN,RYOAN MARU,2024-08-22T14:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431600230,,,2016-03-06T00:45:13Z,2024-08-23T23:12:27Z,5.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",9f0b9b70f-fe44-b67b-e0e9-9390cfd085d3,TWN,SHUENN MAN 626,2024-07-31T18:00:00Z,2024-08-19T07:00:00Z,SQUID_JIGGER,FISHING,416236900,8676661,BI2610,2020-01-02T08:11:25Z,2024-08-19T07:16:21Z,47.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",2b4a95f51-1faa-d647-c03f-3bcd9d771793,CHN,HONGRUN116,2024-08-03T02:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412331055,,BZTE7,2024-06-15T02:02:19Z,2024-08-23T23:59:12Z,269.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f46f7a258-828a-8f8f-878e-845e99208dd3,CHN,FYUANYU 8646,2024-08-03T07:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549375,9934589,BZ2VZ,2022-03-14T05:24:55Z,2024-08-23T23:59:51Z,473.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",61595429f-f498-634b-a297-7a0332779449,JPN,CHOKYUMARU NO.23,2024-07-23T00:00:00Z,2024-07-31T03:00:00Z,POLE_AND_LINE,FISHING,431426000,,JH3483,2018-05-31T00:19:30Z,2024-08-23T23:58:39Z,91.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",823f43c27-7487-955e-a7f9-e6a9e1519388,JPN,KAITOKUMARU NO.23,2024-07-23T00:00:00Z,2024-07-31T07:00:00Z,POLE_AND_LINE,FISHING,431600960,,JM6086,2016-01-28T22:58:28Z,2024-08-23T16:31:14Z,75.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",65be4b21f-f600-8bda-ec6b-ef51f983799d,JPN,KIYO  MARU NO28,2024-07-25T02:00:00Z,2024-08-21T07:00:00Z,POLE_AND_LINE,FISHING,431795000,9128697,JDPA,2022-04-22T09:30:55Z,2024-08-23T23:59:04Z,651.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f6c3fbbe0-006a-376c-1216-377cb28ff5c3,JPN,TATSUYOSHIMARU,2024-07-23T00:00:00Z,2024-07-28T03:00:00Z,POLE_AND_LINE,FISHING,432256000,,JM6661,2020-03-07T00:02:31Z,2024-08-19T00:28:29Z,42.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b8472a149-956c-7ab0-3567-86b1de21b431,JPN,NO15 CHIDORIMARU,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,431700250,,JNMN,2016-05-14T02:47:03Z,2024-08-23T23:30:43Z,425.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",fb43721cb-b1ce-16a7-bfb1-b765129da4d4,JPN,HANEI MARU NO.188,2024-07-25T13:00:00Z,2024-08-21T03:00:00Z,DRIFTING_LONGLINES,FISHING,431000931,,,2018-06-06T05:13:26Z,2024-08-23T23:59:36Z,584.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",830d1b488-8948-a38b-4e52-288a776296d0,TWN,GUO TONG 3,2024-07-23T00:00:00Z,2024-08-19T02:00:00Z,SQUID_JIGGER,FISHING,416004775,9751418,BI-2642,2015-12-28T02:54:21Z,2024-08-19T02:52:18Z,155.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",06b154267-7d36-2406-42e3-a262cdec2f98,JPN,HANEIMARU NO.36,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431005009,,,2015-10-15T22:34:07Z,2024-08-23T23:59:10Z,472.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f1324852c-c79a-3da6-c16b-16b9be5df658,TWN,AN WEN FA,2024-07-23T00:00:00Z,2024-07-27T13:00:00Z,DRIFTING_LONGLINES,FISHING,416002799,,BJ4875,2023-07-29T01:04:49Z,2024-08-23T23:05:55Z,90.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",36dc0d122-27d5-9365-db3f-a550776d8e2d,CHN,FUYUANYU  8640,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549368,,BZ6VH,2024-03-12T11:53:06Z,2024-08-23T23:59:35Z,743.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ad5df6b76-6c75-f40d-0033-6c591aebb97d,CHN,XIN HAI 1219,2024-07-23T00:00:00Z,2024-08-22T21:00:00Z,FISHING,FISHING,412209142,,BZYT2,2023-03-20T05:54:52Z,2024-08-23T23:25:16Z,184.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",82fa17e45-57e3-9051-e057-933917884e64,CHN,OUYATWENTYSEVEN,2024-07-23T02:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412439599,,BZ6VZ,2020-08-16T18:18:29Z,2024-08-23T23:59:34Z,382.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",d812ef11e-ec04-257e-e222-e463b42a7f0d,CHN,FU YUAN YU 8729,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549355,9930545,BZW7N,2021-04-28T10:01:16Z,2024-08-23T23:59:16Z,744.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",526fbae3f-ffd1-0973-1c4c-7b1ee38703b8,CHN,FUYUANYU196,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412440654,9861108,BZU7S,2023-05-19T07:28:28Z,2024-08-23T01:11:33Z,345.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",51a9d2460-077c-6749-2f24-2e2694cfcf3a,CHN,FUYNANYU672,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440371,,BVKV5,2024-06-06T12:20:15Z,2024-08-23T19:27:41Z,255.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",920c1cd06-62cd-c834-4881-582b57f04169,CHN,XIN HAI 1225,2024-07-23T04:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412421035,,BZW8E,2023-04-08T05:01:55Z,2024-08-23T23:12:58Z,276.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",7cb833166-68f5-c72c-a2cd-99075ef1e790,CHN,XIN HAI 1227,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412421036,8786820,BZW9E,2023-04-10T02:41:00Z,2024-08-23T23:53:22Z,738.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",38a823021-1c59-894f-6eda-98423873b493,CHN,FUYUANYULENG15,2024-07-23T02:00:00Z,2024-07-26T03:00:00Z,CARRIER,CARRIER,412440252,,BZU3K,2023-04-21T01:29:24Z,2024-08-23T23:24:19Z,50.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",d697f7dd4-4d6e-a828-ecda-47be9d5daf8c,CHN,LUPENGYUANYU027,2024-07-23T00:00:00Z,2024-08-22T03:00:00Z,SQUID_JIGGER,FISHING,412329654,,BZSD5,2013-07-18T06:21:48Z,2024-08-22T03:01:22Z,125.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f11a9dc95-5524-2e40-4adf-3c439c615334,CHN,YONG FA 9,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412331146,8775699,BZSG2,2023-07-07T07:13:26Z,2024-08-23T23:59:56Z,365.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8bec3bec5-5203-5528-3545-841e83e4ad38,KOR,NO.517SUNGKYUNG,2024-07-28T22:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,440855000,8904903,6KMC,2017-06-14T03:12:00Z,2024-08-23T23:52:02Z,509.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",28de34089-9664-0edd-c22a-5d4e53d4d9d8,TWN,LINE YU FA NO32,2024-07-23T00:00:00Z,2024-08-03T04:00:00Z,DRIFTING_LONGLINES,FISHING,416002998,,BJ4607,2021-01-12T02:04:52Z,2024-08-11T07:45:41Z,252.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",619bef715-5b98-bb43-b0ac-d636d7d61178,TWN,JIN CHINQ FUH 66,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416000412,,BJ3929,2016-01-29T02:21:49Z,2024-08-23T23:59:10Z,734.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1e15396f9-98c8-1746-bfbb-a52925c3929f,TWN,JIN JAAN SHYANG NO37,2024-07-29T00:00:00Z,2024-08-02T23:00:00Z,DRIFTING_LONGLINES,FISHING,416000275,,BJ5197,2022-06-21T08:29:01Z,2024-05-26T12:35:45Z,89.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8348480fb-ba98-8db3-9701-367d4559e763,TWN,MAN  SHUEN  NO.12,2024-08-10T23:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416001255,,BJ4636,2015-03-25T12:43:20Z,2024-08-23T23:59:43Z,270.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",fed0a376d-d79c-fdff-dacb-fc44204f578a,CHN,FU YUAN YU 7007,2024-08-14T08:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440807,9931006,BZU1D,2021-05-15T07:16:37Z,2024-08-23T23:59:39Z,179.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b342e10ad-daa6-7946-46f9-561a807c1f1b,CHN,JU LONG JIA YA 14,2024-08-09T07:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412421152,,BZYT7,2018-03-23T00:50:45Z,2024-08-23T23:25:05Z,140.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ea98f409f-fbda-ef33-da76-b99918278909,JPN,SAGAMYOJINMARU NO.88,2024-07-25T17:00:00Z,2024-07-30T17:00:00Z,POLE_AND_LINE,FISHING,431069000,,7KCP,2019-02-19T05:17:28Z,2024-08-23T23:59:55Z,7.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8814797e0-0ad2-8d2c-4c54-c822ea2b2d95,JPN,GENEIMARU NO62,2024-07-23T00:00:00Z,2024-08-22T17:00:00Z,SQUID_JIGGER,FISHING,431000820,,,2016-12-05T20:45:46Z,2024-08-23T23:57:52Z,664.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8ab9fde6c-c8a9-0d6c-9fba-00d344da46d3,JPN,KIYOMARU NO3,2024-07-23T00:00:00Z,2024-08-22T21:00:00Z,SQUID_JIGGER,FISHING,431700310,,,2021-05-04T22:12:51Z,2024-08-23T23:39:01Z,407.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",646547279-9d22-cf21-46f5-2aa1cfe15e79,CHN,ZHOU YU 960,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,INCONCLUSIVE,FISHING,412549573,1033212,BZSD,2023-10-16T07:16:08Z,2024-08-23T23:59:52Z,733.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",857bc389a-a39c-4fe7-8af9-e569262d6a5d,JPN,NIKKOMARU NO111,2024-07-23T00:00:00Z,2024-08-13T22:00:00Z,POLE_AND_LINE,FISHING,431255000,9775189,7JUT,2023-05-02T04:44:26Z,2024-08-23T23:57:44Z,527.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",7511e062b-bced-709f-fcb3-c0e9406eb2e3,JPN,KAIYOMARU NO51,2024-07-23T00:00:00Z,2024-08-19T04:00:00Z,FISHING,FISHING,432927000,,7JNX,2013-06-06T04:39:12Z,2024-08-23T23:59:56Z,462.00
