DFO_VOI,ssvid,imo,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing
FALSE,416004363,,86747ee66-6fb3-238d-5361-a2a6505cdb65,JIA CHENG NO.168,BJ5087,TWN,fishing,drifting_longlines,416004363-86747ee66-6fb3-238d-5361-a2a6505cdb65-018de8722ff0,2024-02-27 02:43:34.000000 UTC,TWN,SUAO,4,100.88,0,90,237
TRUE,416227600,,3140e9468-8c50-c165-7f35-a99a3b2550af,YOU JI YI,BJ5003,TWN,fishing,drifting_longlines,416227600-3140e9468-8c50-c165-7f35-a99a3b2550af-018f3c14ef20,2024-05-03 01:32:36.000000 UTC,TWN,DONGGANG,4,34.92,2,27,78
FALSE,416227800,,44f46638f-fb41-95ca-4eca-2acc0247013d,,BJ5004,TWN,fishing,drifting_longlines,416227800-44f46638f-fb41-95ca-4eca-2acc0247013d-018f08b8a630,2024-04-23 02:11:10.000000 UTC,TWN,DONGGANG,4,44.88,1,40,90
FALSE,416233800,8682062,a28f3f51c-cb7d-32eb-58f3-31c4b187b530,XING HUA SHENG NO616,BI2600,TWN,fishing,squid_jigger,416233800-a28f3f51c-cb7d-32eb-58f3-31c4b187b530-018fa8d8f188,2024-05-24 04:25:41.000000 UTC,TWN,KAOHSIUNG,4,13.79,0,8,7
FALSE,416236800,8682074,5f6f5b9c2-2517-9f7a-2754-69b6cde7724f,XING HUA SHENG NO669,BI2609,TWN,fishing,squid_jigger,416236800-5f6f5b9c2-2517-9f7a-2754-69b6cde7724f-0190015ea028,2024-06-10 08:58:17.000000 UTC,KOR,BUSAN,4,-3.33,0,0,0
FALSE,431000159,,7760513fd-dd9f-4b57-cdb8-c2dccc5de509,DAISHI MARU NO.78,JD2354,JPN,carrier,carrier,431000159-7760513fd-dd9f-4b57-cdb8-c2dccc5de509-019022e6c338,2024-06-16 21:14:27.000000 UTC,JPN,KESENNUMA,3,-9.88,0,0,0
FALSE,431000820,,8814797e0-0ad2-8d2c-4c54-c822ea2b2d95,GENEIMARU NO62,,JPN,fishing,squid_jigger,431000820-8814797e0-0ad2-8d2c-4c54-c822ea2b2d95-018fc6f2b938,2024-05-30 00:42:27.000000 UTC,JPN,HACHINOHE,3,7.96,0,8,7
FALSE,431002015,,be347c8b6-666e-9c78-b504-4bc59c408f54,DAISHIMARU NO.16,,JPN,fishing,purse_seines,431002015-be347c8b6-666e-9c78-b504-4bc59c408f54-0190237c5c18,2024-06-16 23:57:51.000000 UTC,JPN,SHIOGAMA,3,-9.96,0,0,0
FALSE,431003491,,db80c113e-e270-bf6e-b06d-4b18dcf4291a,EIYUMARU NO.28,,JPN,fishing,drifting_longlines,431003491-db80c113e-e270-bf6e-b06d-4b18dcf4291a-018fdbcf8b38,2024-06-03 01:56:03.000000 UTC,JPN,CHOSHI,4,3.92,0,11,19
FALSE,431014878,,bf705e46f-fe37-e09d-3b32-bb1155e6d5d0,TAIKO MARU NO.37,,JPN,fishing,drifting_longlines,431014878-bf705e46f-fe37-e09d-3b32-bb1155e6d5d0-018fd1f93bb8,2024-06-01 04:05:23.000000 UTC,JPN,CHOSHI,4,5.79,0,4,18
FALSE,431046000,,8dbd95455-5c5a-831f-bb5b-8a960c0622c9,KOEIMARU,JH3463,JPN,fishing,pole_and_line,431046000-8dbd95455-5c5a-831f-bb5b-8a960c0622c9-0190237e3c90,2024-06-16 23:59:54.000000 UTC,JPN,KESENNUMA,3,-9.96,0,0,0
FALSE,431069000,,ea98f409f-fbda-ef33-da76-b99918278909,SAGAMYOJINMARU NO.88,7KCP,JPN,fishing,pole_and_line,431069000-ea98f409f-fbda-ef33-da76-b99918278909-019022f9b6c8,2024-06-16 21:35:09.000000 UTC,JPN,JPN-488,4,-9.88,0,0,0
FALSE,431171000,,a3275946c-cc38-5731-791a-2c52feb9b1b6,ASAHI MARU NO8,JDYL,JPN,fishing,pole_and_line,431171000-a3275946c-cc38-5731-791a-2c52feb9b1b6-018fc2dcac28,2024-05-29 05:39:53.000000 UTC,JPN,ONAGAWA,4,8.75,0,7,37
FALSE,431200060,,b02699299-9eb9-f497-6a33-140021acbc7f,EISEIMARU NO.8,JEED,JPN,fishing,pole_and_line,431200060-b02699299-9eb9-f497-6a33-140021acbc7f-018fcdf12cb0,2024-05-31 09:18:06.000000 UTC,JPN,YAIZU,4,6.58,0,11,8
FALSE,431200170,,b3c17864d-d928-4d6d-7394-6bd23c473a2b,SENSHOMARU NO.1,JH3414,JPN,fishing,pole_and_line,431200170-b3c17864d-d928-4d6d-7394-6bd23c473a2b-01900f8e4b30,2024-06-13 03:05:02.000000 UTC,JPN,JPN-488,4,-6.13,0,1,0
FALSE,431200970,,c20939f70-01a7-5612-a572-d2060aa95d83,EISEI MARU NO.31,JJCP,JPN,fishing,pole_and_line,431200970-c20939f70-01a7-5612-a572-d2060aa95d83-018fd2a5fe48,2024-06-01 07:14:05.000000 UTC,JPN,ISHINOMAKI,4,5.67,0,13,3
FALSE,431255000,9775189,857bc389a-a39c-4fe7-8af9-e569262d6a5d,NIKKOMARU NO111,7JUT,JPN,fishing,pole_and_line,431255000-857bc389a-a39c-4fe7-8af9-e569262d6a5d-018fcd42c828,2024-05-31 06:07:37.000000 UTC,JPN,ONAGAWA,4,6.71,0,4,38
FALSE,431426000,,61595429f-f498-634b-a297-7a0332779449,CHOKYUMARU NO.23,JH3483,JPN,fishing,pole_and_line,431426000-61595429f-f498-634b-a297-7a0332779449-0190232648f0,2024-06-16 22:23:50.000000 UTC,JPN,KESENNUMA,3,-9.92,0,0,0
FALSE,431501170,,c443c4f7e-ed64-ae28-e923-b58a35644087,NO.33 KAIENMARU,,JPN,fishing,drifting_longlines,431501170-c443c4f7e-ed64-ae28-e923-b58a35644087-0190196492e0,2024-06-15 00:55:40.000000 UTC,JPN,KESENNUMA,4,-8,0,0,0
FALSE,431579000,,ade2fd018-8acc-7a73-5e08-47e28604ab4f,MEIHO MARU NO37,7KAV,JPN,fishing,pole_and_line,431579000-ade2fd018-8acc-7a73-5e08-47e28604ab4f-018fe4809c68,2024-06-04 18:26:25.000000 UTC,JPN,ISHINOMAKI,4,2.21,0,7,32
FALSE,431602570,,6a2183f64-4952-9275-bbef-60b2947bc023,FUKUTOKUMARU NO.78,JM6655,JPN,fishing,pole_and_line,431602570-6a2183f64-4952-9275-bbef-60b2947bc023-01901e1db5f0,2024-06-15 22:56:22.000000 UTC,JPN,KESENNUMA,4,-8.92,0,0,0
FALSE,431693000,9115274,a8fc89773-3e6b-5dc0-9378-66050c16138f,SHOEI MARU NO.18,JFFX,JPN,fishing,pole_and_line,431693000-a8fc89773-3e6b-5dc0-9378-66050c16138f-018f98e01770,2024-05-21 01:59:34.000000 UTC,JPN,ISHINOMAKI,4,16.92,0,12,43
FALSE,431700719,,0c263e565-55bf-e173-7e03-9409426f58c0,NO.83GENEIMARU,,JPN,fishing,squid_jigger,431700719-0c263e565-55bf-e173-7e03-9409426f58c0-018fc6f09a40,2024-05-30 00:40:08.000000 UTC,JPN,HACHINOHE,4,7.96,0,8,7
FALSE,431704470,,408015040-075b-306b-8744-839c1ecc86b2,GENEIMARU NO.12,,JPN,fishing,squid_jigger,431704470-408015040-075b-306b-8744-839c1ecc86b2-018fd65202d0,2024-06-02 00:20:50.000000 UTC,JPN,HACHINOHE,4,4.96,0,4,4
FALSE,431769000,,5d2644d71-1f0a-de8c-1320-1d35c29cab5d,NIKKO MARU NO.1,JEIK,JPN,fishing,pole_and_line,431769000-5d2644d71-1f0a-de8c-1320-1d35c29cab5d-018f8e71a2b8,2024-05-19 01:22:43.000000 UTC,JPN,ISHINOMAKI,4,18.92,0,16,48
FALSE,431782000,,f1135590d-d52f-092f-55a3-17e0e193326d,KESEN MARU,,JPN,fishing,drifting_longlines,431782000-f1135590d-d52f-092f-55a3-17e0e193326d-01901f194078,2024-06-16 03:31:07.000000 UTC,JPN,KESENNUMA,4,-9.13,0,0,0
FALSE,431795000,9128697,65be4b21f-f600-8bda-ec6b-ef51f983799d,KIYO  MARU NO28,JDPA,JPN,fishing,pole_and_line,431795000-65be4b21f-f600-8bda-ec6b-ef51f983799d-018fcd43ed20,2024-05-31 06:08:52.000000 UTC,JPN,ISHINOMAKI,4,6.71,0,7,18
FALSE,431903000,9156747,ae31ded75-5106-9472-8da7-4182697dd1c6,NO83INARIMARU,JHQK,JPN,fishing,pole_and_line,431903000-ae31ded75-5106-9472-8da7-4182697dd1c6-018e5ed15180,2024-03-21 02:22:40.000000 UTC,JPN,NAGASAKI,4,77.88,0,30,90
FALSE,431914000,,81139e17c-cfaf-267b-cbd8-872b6fc6a8ee,KIYO MARU NO.18,JBSW,JPN,fishing,pole_and_line,431914000-81139e17c-cfaf-267b-cbd8-872b6fc6a8ee-018fe5bfdee0,2024-06-05 00:15:08.000000 UTC,JPN,ISHINOMAKI,4,1.96,0,6,8
FALSE,431935000,9162576,9c893939e-e954-021b-f94e-a1c97fb94098,NIKKO MARU NO51,JFJX,JPN,fishing,pole_and_line,431935000-9c893939e-e954-021b-f94e-a1c97fb94098-018fc2538ab0,2024-05-29 03:10:06.000000 UTC,JPN,OFUNATO,4,8.83,0,10,35
FALSE,432138000,,ce525741b-b83c-3c9d-b2e1-67423ea04231,DAISHI MARU NO.8,JH3442,JPN,fishing,tuna_purse_seines,432138000-ce525741b-b83c-3c9d-b2e1-67423ea04231-0190237b5a48,2024-06-16 23:56:45.000000 UTC,JPN,SHIOGAMA,3,-9.96,0,0,0
FALSE,432288000,9238947,7144ae6d7-790b-d8e4-cddb-9cda621063e9,RIASUMARU,JPYT,JPN,fishing,fishing,432288000-7144ae6d7-790b-d8e4-cddb-9cda621063e9-018fe71be0b8,2024-06-05 06:35:15.000000 UTC,JPN,MIYAKO,4,1.71,0,0,21
FALSE,432507000,9326263,ae6658437-7ca3-30f3-f014-f554c1eb0b9b,INARIMARU NO.85,7JAN,JPN,fishing,pole_and_line,432507000-ae6658437-7ca3-30f3-f014-f554c1eb0b9b-01901b331538,2024-06-15 09:20:51.000000 UTC,JPN,ONAGAWA,4,-8.38,0,0,0
FALSE,432561000,,ea44acf90-067e-754f-c8f9-dedc7cffc89a,KOUEI_MARU_NO.31,JD2294,JPN,fishing,drifting_longlines,432561000-ea44acf90-067e-754f-c8f9-dedc7cffc89a-019023433730,2024-06-16 22:55:26.000000 UTC,JPN,KESENNUMA,3,-9.92,0,0,0
FALSE,432776000,,26dcd72f9-9e69-e0b2-798b-b55ebc46e17d,YUKIMARU NO17,,JPN,fishing,drifting_longlines,432776000-26dcd72f9-9e69-e0b2-798b-b55ebc46e17d-018fe11e9d18,2024-06-04 02:40:31.000000 UTC,JPN,KESENNUMA,4,2.88,0,7,5
FALSE,432907000,,0ef84024d-da6b-a49e-301d-cee9a9fc8ea3,TAIKIMARU NO.81,7JOB,JPN,fishing,drifting_longlines,432907000-0ef84024d-da6b-a49e-301d-cee9a9fc8ea3-018fdc26e680,2024-06-03 03:31:28.000000 UTC,JPN,KESENNUMA,4,3.83,0,10,9
FALSE,440216000,9041928,d35930a47-780b-52a8-a645-937269371f28,102KUMYANG,6LZQ,KOR,fishing,squid_jigger,440216000-d35930a47-780b-52a8-a645-937269371f28-018fb92a9230,2024-05-27 08:28:46.000000 UTC,KOR,BUSAN,4,10.63,0,9,8
