ssvid,imo,poor_id,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing,vessel_id_1,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,vv_url,new_ves
412440683,NA,FALSE,359b993b2-24b2-4f19-a966-c8c315ab8ba7,FU YUAN YU 8675,BZUY5,CHN,fishing,fishing,412440683-359b993b2-24b2-4f19-a966-c8c315ab8ba7-01962924d978,12/04/2025 08:36,CHN,CHN-170,4,51.63,1,46,30,359b993b2-24b2-4f19-a966-c8c315ab8ba7,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/359b993b2-24b2-4f19-a966-c8c315ab8ba7?&start=2025-04-10&end=2025-06-02,FALSE
412440684,NA,FALSE,6970aaf64-4a7f-b1db-b7e9-e86881e15ca5,FU YUAN YU 8676,BZUY6,CHN,fishing,fishing,412440684-6970aaf64-4a7f-b1db-b7e9-e86881e15ca5-01962d9e3c38,13/04/2025 05:27,CHN,TAIZHOU,4,50.75,0,50,29,6970aaf64-4a7f-b1db-b7e9-e86881e15ca5,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6970aaf64-4a7f-b1db-b7e9-e86881e15ca5?&start=2025-04-11&end=2025-06-02,FALSE
412440685,NA,FALSE,8a488af23-3445-c221-036c-f6e11818efc8,FU YUAN YU 8677,BZUY7,CHN,fishing,fishing,412440685-8a488af23-3445-c221-036c-f6e11818efc8-019628fefa28,12/04/2025 07:55,CHN,CHN-2289,4,51.67,0,51,18,8a488af23-3445-c221-036c-f6e11818efc8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8a488af23-3445-c221-036c-f6e11818efc8?&start=2025-04-10&end=2025-06-02,FALSE
412440686,NA,FALSE,954588171-1158-0702-d267-103aedfc38a6,FU YUAN YU 8678,BZVL8,CHN,fishing,fishing,412440686-954588171-1158-0702-d267-103aedfc38a6-019628f5af40,12/04/2025 07:45,CHN,NINGBO,4,51.67,2,14,13,954588171-1158-0702-d267-103aedfc38a6,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/954588171-1158-0702-d267-103aedfc38a6?&start=2025-04-10&end=2025-06-02,FALSE
412440697,NA,FALSE,959b1d382-2363-06eb-df28-0111e97c99f8,FU YUAN YU8661,BZUW7,CHN,fishing,fishing,412440697-959b1d382-2363-06eb-df28-0111e97c99f8-019638beb340,15/04/2025 09:19,CHN,TAIZHOU,4,48.58,0,48,24,959b1d382-2363-06eb-df28-0111e97c99f8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/959b1d382-2363-06eb-df28-0111e97c99f8?&start=2025-04-13&end=2025-06-02,FALSE
412440698,NA,FALSE,c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1,FU YUAN YU 8662,BZUW8,CHN,fishing,fishing,412440698-c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1-019638dc41a8,15/04/2025 09:51,CHN,CHN-2289,4,48.58,0,27,12,c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1?&start=2025-04-13&end=2025-06-02,FALSE
412440754,9887516,FALSE,8e5569d58-83cb-115a-cc20-38233ddd2690,FU YUAN YU YUN 699,BZU2B,CHN,carrier,carrier,412440754-8e5569d58-83cb-115a-cc20-38233ddd2690-0197231ba600,30/05/2025 21:31,CHN,QUANZHOU,3,3.08,0,0,0,8e5569d58-83cb-115a-cc20-38233ddd2690,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8e5569d58-83cb-115a-cc20-38233ddd2690?&start=2025-05-28&end=2025-06-02,FALSE
412440781,9910909,FALSE,fcef35709-905d-bc62-7049-dd70a17886c9,FUYUANYUYUN 992,BZW3T,CHN,carrier,carrier,412440781-fcef35709-905d-bc62-7049-dd70a17886c9-0196933160e8,02/05/2025 22:50,KOR,BUSAN,4,31.04,7,24,0,fcef35709-905d-bc62-7049-dd70a17886c9,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fcef35709-905d-bc62-7049-dd70a17886c9?&start=2025-04-30&end=2025-06-02,FALSE
412440807,9931006,FALSE,fed0a376d-d79c-fdff-dacb-fc44204f578a,FU YUAN YU 7007,BZU1D,CHN,fishing,fishing,412440807-fed0a376d-d79c-fdff-dacb-fc44204f578a-0195cbf90328,25/03/2025 06:24,KOR,BUSAN,4,69.71,1,91,94,fed0a376d-d79c-fdff-dacb-fc44204f578a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fed0a376d-d79c-fdff-dacb-fc44204f578a?&start=2025-03-23&end=2025-06-02,FALSE
412549096,NA,FALSE,94ee0ae37-7d97-6397-9c00-f649bbe10996,ZHONG JI 868,BZV7S,CHN,carrier,carrier,412549096-94ee0ae37-7d97-6397-9c00-f649bbe10996-019719e524a8,29/05/2025 02:35,KOR,JEJU,4,4.88,0,0,0,94ee0ae37-7d97-6397-9c00-f649bbe10996,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/94ee0ae37-7d97-6397-9c00-f649bbe10996?&start=2025-05-27&end=2025-06-02,TRUE
412549133,NA,FALSE,71e26b0f7-7c79-c2ba-7708-9f7ce6358652,LURONGYUANYU301,BZZU4,CHN,fishing,fishing,412549133-71e26b0f7-7c79-c2ba-7708-9f7ce6358652-0195de8c75b0,28/03/2025 20:58,KOR,BUSAN,4,66.13,0,75,37,71e26b0f7-7c79-c2ba-7708-9f7ce6358652,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/71e26b0f7-7c79-c2ba-7708-9f7ce6358652?&start=2025-03-26&end=2025-06-02,FALSE
412549134,NA,FALSE,118dfaede-e384-d872-5857-082339a5fdf8,LURONGYUANYU302,BZZU5,CHN,fishing,fishing,412549134-118dfaede-e384-d872-5857-082339a5fdf8-0195dd405e10,28/03/2025 14:55,KOR,BUSAN,4,66.38,0,3,2,118dfaede-e384-d872-5857-082339a5fdf8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/118dfaede-e384-d872-5857-082339a5fdf8?&start=2025-03-26&end=2025-06-02,FALSE
412549135,NA,FALSE,733973421-17ee-8d5c-92b4-036314d53725,LU RONG YUAN YU 303,BZZU6,CHN,fishing,fishing,412549135-733973421-17ee-8d5c-92b4-036314d53725-0195de9b5a30,28/03/2025 21:14,KOR,BUSAN,4,66.08,0,98,88,733973421-17ee-8d5c-92b4-036314d53725,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/733973421-17ee-8d5c-92b4-036314d53725?&start=2025-03-26&end=2025-06-02,FALSE
412549136,NA,FALSE,e078fb4ba-ad2d-8882-597b-c4a994f06e20,LURONGYUANYU305,BZZU7,CHN,fishing,fishing,412549136-e078fb4ba-ad2d-8882-597b-c4a994f06e20-0195ddd4ba88,28/03/2025 17:37,KOR,BUSAN,4,66.25,1,77,52,e078fb4ba-ad2d-8882-597b-c4a994f06e20,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/e078fb4ba-ad2d-8882-597b-c4a994f06e20?&start=2025-03-26&end=2025-06-02,FALSE
412549137,NA,FALSE,8a91a894c-c97e-d8b2-6845-fd34e48dc13f,LURONGYUANYU306,BZZU8,CHN,fishing,fishing,412549137-8a91a894c-c97e-d8b2-6845-fd34e48dc13f-0195db9d9708,28/03/2025 07:18,KOR,BUSAN,4,66.67,0,62,26,8a91a894c-c97e-d8b2-6845-fd34e48dc13f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8a91a894c-c97e-d8b2-6845-fd34e48dc13f?&start=2025-03-26&end=2025-06-02,FALSE
412549138,NA,FALSE,78c85d12e-e26c-d7c5-da14-04e3582b0804,LURONGYUANYU313,BZZU9,CHN,fishing,fishing,412549138-78c85d12e-e26c-d7c5-da14-04e3582b0804-0195db92d908,28/03/2025 07:06,KOR,BUSAN,4,66.67,0,92,76,78c85d12e-e26c-d7c5-da14-04e3582b0804,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/78c85d12e-e26c-d7c5-da14-04e3582b0804?&start=2025-03-26&end=2025-06-02,FALSE
412549216,9900758,FALSE,65e26ce2b-b7cd-d55e-138e-311b1ef1f887,FU YUAN YU8292,BZU6X,CHN,fishing,fishing,412549216-65e26ce2b-b7cd-d55e-138e-311b1ef1f887-0195ed20b6b8,31/03/2025 16:54,KOR,BUSAN,4,63.29,4,97,137,65e26ce2b-b7cd-d55e-138e-311b1ef1f887,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/65e26ce2b-b7cd-d55e-138e-311b1ef1f887?&start=2025-03-29&end=2025-06-02,FALSE
412549217,9900760,FALSE,7c987bd3f-f44c-7b2c-c31b-f049dc208671,FU YUAN YU8293,BZU7X,CHN,fishing,fishing,412549217-7c987bd3f-f44c-7b2c-c31b-f049dc208671-0195ec6faa80,31/03/2025 13:41,KOR,BUSAN,4,63.42,0,88,134,7c987bd3f-f44c-7b2c-c31b-f049dc208671,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7c987bd3f-f44c-7b2c-c31b-f049dc208671?&start=2025-03-29&end=2025-06-02,FALSE
412549267,NA,FALSE,782089adb-bba2-42c3-8377-b2a4794aa3df,XIN HAI 1258,BZW7S,CHN,fishing,fishing,412549267-782089adb-bba2-42c3-8377-b2a4794aa3df-01964817f1f8,18/04/2025 08:50,CHN,CHN-2289,4,45.63,1,52,64,782089adb-bba2-42c3-8377-b2a4794aa3df,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/782089adb-bba2-42c3-8377-b2a4794aa3df?&start=2025-04-16&end=2025-06-02,FALSE
412549338,9931202,FALSE,ded97a9e2-230e-914f-0635-78e0998bcec8,DAPINGYUYUN99,BZU9J,CHN,carrier,carrier,412549338-ded97a9e2-230e-914f-0635-78e0998bcec8-019687434558,30/04/2025 15:14,KOR,BUSAN,4,33.33,12,23,0,ded97a9e2-230e-914f-0635-78e0998bcec8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/ded97a9e2-230e-914f-0635-78e0998bcec8?&start=2025-04-28&end=2025-06-02,FALSE
412549355,9930545,FALSE,d812ef11e-ec04-257e-e222-e463b42a7f0d,FU YUAN YU 8729,BZW7N,CHN,fishing,fishing,412549355-d812ef11e-ec04-257e-e222-e463b42a7f0d-0196235fdc18,11/04/2025 05:43,KOR,BUSAN,4,52.75,0,63,42,d812ef11e-ec04-257e-e222-e463b42a7f0d,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/d812ef11e-ec04-257e-e222-e463b42a7f0d?&start=2025-04-09&end=2025-06-02,FALSE
412549356,9930583,FALSE,c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab,FU YUAN YU 8730,BZW8N,CHN,fishing,fishing,412549356-c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab-019622f27448,11/04/2025 03:43,KOR,BUSAN,4,52.83,1,75,97,c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab?&start=2025-04-09&end=2025-06-02,FALSE
412549357,9930557,FALSE,7f07e7a57-7de5-4c9f-6876-b6a56b09f918,FUYUANYU8731,BZW9N,CHN,fishing,fishing,412549357-7f07e7a57-7de5-4c9f-6876-b6a56b09f918-019623108b68,11/04/2025 04:16,KOR,BUSAN,4,52.79,0,65,46,7f07e7a57-7de5-4c9f-6876-b6a56b09f918,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7f07e7a57-7de5-4c9f-6876-b6a56b09f918?&start=2025-04-09&end=2025-06-02,FALSE
412549358,9930571,FALSE,e886adf20-03c3-92de-8a10-0469a028ca3e,FUYUANYU8732,BZW1O,CHN,fishing,fishing,412549358-e886adf20-03c3-92de-8a10-0469a028ca3e-019624b1eef8,11/04/2025 11:52,KOR,BUSAN,4,52.5,0,78,95,e886adf20-03c3-92de-8a10-0469a028ca3e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/e886adf20-03c3-92de-8a10-0469a028ca3e?&start=2025-04-09&end=2025-06-02,FALSE
412549359,9930569,FALSE,b694893db-b324-1ea5-1cf7-0384162a02da,FUYUANYU8733,BZW20,CHN,fishing,fishing,412549359-b694893db-b324-1ea5-1cf7-0384162a02da-0196418f0858,17/04/2025 02:23,CHN,TAIZHOU,3,46.88,0,67,89,b694893db-b324-1ea5-1cf7-0384162a02da,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b694893db-b324-1ea5-1cf7-0384162a02da?&start=2025-04-15&end=2025-06-02,FALSE
412549363,NA,FALSE,3dfc692ac-c232-93b7-79b7-63b69a1e49a2,FUYUANYU8635,BZ1VR,CHN,fishing,fishing,412549363-3dfc692ac-c232-93b7-79b7-63b69a1e49a2-019638ece378,15/04/2025 10:09,CHN,NINGBO,4,48.54,3,51,94,3dfc692ac-c232-93b7-79b7-63b69a1e49a2,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/3dfc692ac-c232-93b7-79b7-63b69a1e49a2?&start=2025-04-13&end=2025-06-02,FALSE
412549364,NA,FALSE,7fe99c124-4fed-a373-a07a-3f85726e4bb7,FUYUANYU8636,BZ2VR,CHN,fishing,fishing,412549364-7fe99c124-4fed-a373-a07a-3f85726e4bb7-01962e432ae0,13/04/2025 08:27,CHN,NINGBO,4,50.63,2,54,71,7fe99c124-4fed-a373-a07a-3f85726e4bb7,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7fe99c124-4fed-a373-a07a-3f85726e4bb7?&start=2025-04-11&end=2025-06-02,FALSE
412549365,9933729,FALSE,b4d874293-3ef4-b50f-9986-e56e676e296e,FUYUANYU  8637,BZ3VR,CHN,fishing,fishing,412549365-b4d874293-3ef4-b50f-9986-e56e676e296e-019637cd8ce0,15/04/2025 04:55,CHN,TAIZHOU,4,48.79,1,56,81,b4d874293-3ef4-b50f-9986-e56e676e296e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b4d874293-3ef4-b50f-9986-e56e676e296e?&start=2025-04-13&end=2025-06-02,FALSE
412549366,9933731,FALSE,d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17,FUYUANYU  8638,BZW6V,CHN,fishing,fishing,412549366-d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17-01962e804768,13/04/2025 09:34,CHN,TAIZHOU,4,50.58,2,55,56,d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17?&start=2025-04-11&end=2025-06-02,FALSE
412549367,NA,FALSE,0fa812511-131a-c5e2-fc07-02ec71b41e54,FUYUANYU  8639,BZ5VH,CHN,fishing,fishing,412549367-0fa812511-131a-c5e2-fc07-02ec71b41e54-01961e7b7ab8,10/04/2025 06:55,CHN,SONGMEN,4,53.71,2,76,92,0fa812511-131a-c5e2-fc07-02ec71b41e54,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/0fa812511-131a-c5e2-fc07-02ec71b41e54?&start=2025-04-08&end=2025-06-02,FALSE
412549368,NA,FALSE,36dc0d122-27d5-9365-db3f-a550776d8e2d,FUYUANYU  8640,BZ6VH,CHN,fishing,fishing,412549368-36dc0d122-27d5-9365-db3f-a550776d8e2d-01961e7986b8,10/04/2025 06:53,CHN,SONGMEN,4,53.71,1,63,81,36dc0d122-27d5-9365-db3f-a550776d8e2d,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/36dc0d122-27d5-9365-db3f-a550776d8e2d?&start=2025-04-08&end=2025-06-02,FALSE
412549369,9934539,FALSE,6fc286d8c-ccab-6bf9-da38-b0730ead5b3c,FUYUANYU 8641,BZ7VX,CHN,fishing,fishing,412549369-6fc286d8c-ccab-6bf9-da38-b0730ead5b3c-01962d64b990,13/04/2025 04:24,CHN,TAIZHOU,3,50.79,1,60,67,6fc286d8c-ccab-6bf9-da38-b0730ead5b3c,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6fc286d8c-ccab-6bf9-da38-b0730ead5b3c?&start=2025-04-11&end=2025-06-02,FALSE
412549371,NA,FALSE,fd3caead4-4745-dbc4-1130-0370911b8544,FUYUANYU  8642,BZ8VX,CHN,fishing,fishing,412549371-fd3caead4-4745-dbc4-1130-0370911b8544-01962da3be60,13/04/2025 05:33,CHN,TAIZHOU,4,50.75,1,46,26,fd3caead4-4745-dbc4-1130-0370911b8544,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fd3caead4-4745-dbc4-1130-0370911b8544?&start=2025-04-11&end=2025-06-02,FALSE
412549372,NA,FALSE,170f4723b-b308-ae14-d821-759e7fc132d9,FUYUANYU8643,BZ1VT,CHN,fishing,fishing,412549372-170f4723b-b308-ae14-d821-759e7fc132d9-01962d858fd0,13/04/2025 05:00,CHN,TAIZHOU,4,50.75,3,61,80,170f4723b-b308-ae14-d821-759e7fc132d9,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/170f4723b-b308-ae14-d821-759e7fc132d9?&start=2025-04-11&end=2025-06-02,FALSE
412549373,NA,FALSE,6316db9af-f110-8d4d-b61b-4e43a6971bdd,FUYUANYU 8644,BZ3VX,CHN,fishing,fishing,412549373-6316db9af-f110-8d4d-b61b-4e43a6971bdd-019629087bc0,12/04/2025 08:05,CHN,NINGBO,4,51.63,2,57,70,6316db9af-f110-8d4d-b61b-4e43a6971bdd,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6316db9af-f110-8d4d-b61b-4e43a6971bdd?&start=2025-04-10&end=2025-06-02,FALSE
412549374,NA,FALSE,6b6ffb4c6-6807-c452-0b7e-db9f171e3b61,FUYUANYU8645,BZW7V,CHN,fishing,fishing,412549374-6b6ffb4c6-6807-c452-0b7e-db9f171e3b61-01962d8f9a20,13/04/2025 05:11,CHN,TAIZHOU,4,50.75,1,56,88,6b6ffb4c6-6807-c452-0b7e-db9f171e3b61,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6b6ffb4c6-6807-c452-0b7e-db9f171e3b61?&start=2025-04-11&end=2025-06-02,FALSE
412549375,9934589,FALSE,f46f7a258-828a-8f8f-878e-845e99208dd3,FYUANYU 8646,BZ2VZ,CHN,fishing,fishing,412549375-f46f7a258-828a-8f8f-878e-845e99208dd3-01962d8954a8,13/04/2025 05:04,CHN,TAIZHOU,4,50.75,2,61,80,f46f7a258-828a-8f8f-878e-845e99208dd3,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f46f7a258-828a-8f8f-878e-845e99208dd3?&start=2025-04-11&end=2025-06-02,FALSE
412549487,8573106,FALSE,ab44b2173-3e08-51c7-30a6-5c80b493e68b,FU YUAN YU 8281,BZW1Z,CHN,fishing,fishing,412549487-ab44b2173-3e08-51c7-30a6-5c80b493e68b-0195eaaf2a18,31/03/2025 05:31,KOR,BUSAN,4,63.75,0,84,153,ab44b2173-3e08-51c7-30a6-5c80b493e68b,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/ab44b2173-3e08-51c7-30a6-5c80b493e68b?&start=2025-03-29&end=2025-06-02,FALSE
412549488,8573118,FALSE,1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a,FU YUAN YU 8282,BZW2Z,CHN,fishing,fishing,412549488-1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a-0195e7180938,30/03/2025 12:47,KOR,BUSAN,4,64.46,0,86,132,1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a?&start=2025-03-28&end=2025-06-02,FALSE
412549489,8573120,FALSE,fafef5664-44b7-e789-5a28-82b1434f965a,FUYUANYU8283,BZW3Z,CHN,fishing,fishing,412549489-fafef5664-44b7-e789-5a28-82b1434f965a-0195e6e38fa0,30/03/2025 11:50,KOR,BUSAN,4,64.5,2,93,127,fafef5664-44b7-e789-5a28-82b1434f965a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fafef5664-44b7-e789-5a28-82b1434f965a?&start=2025-03-28&end=2025-06-02,FALSE
412549491,8573132,FALSE,a55283248-86c3-36a8-0318-47c65a29aef0,FU YUAN YU 8285,BZW5Z,CHN,fishing,fishing,412549491-a55283248-86c3-36a8-0318-47c65a29aef0-0195e762fcb8,30/03/2025 14:09,KOR,BUSAN,4,64.38,3,90,128,a55283248-86c3-36a8-0318-47c65a29aef0,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/a55283248-86c3-36a8-0318-47c65a29aef0?&start=2025-03-28&end=2025-06-02,FALSE
412549492,8573144,FALSE,dcdffe911-16aa-73f8-7587-25af5e914589,FUYUANYU8286,BZW6Z,CHN,fishing,fishing,412549492-dcdffe911-16aa-73f8-7587-25af5e914589-0195e54f7a50,30/03/2025 04:29,KOR,BUSAN,4,64.79,1,82,123,dcdffe911-16aa-73f8-7587-25af5e914589,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/dcdffe911-16aa-73f8-7587-25af5e914589?&start=2025-03-28&end=2025-06-02,FALSE
412549493,8573156,FALSE,2d2b850bf-f0b7-e902-2ca4-3d0725dfd404,FU YUAN YU 8287,BZW7Z,CHN,fishing,fishing,412549493-2d2b850bf-f0b7-e902-2ca4-3d0725dfd404-0195e543f518,30/03/2025 04:16,KOR,BUSAN,4,64.79,2,88,132,2d2b850bf-f0b7-e902-2ca4-3d0725dfd404,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/2d2b850bf-f0b7-e902-2ca4-3d0725dfd404?&start=2025-03-28&end=2025-06-02,FALSE
412549495,8573168,FALSE,5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5,FUYUANYU8288,BZW8Z,CHN,fishing,fishing,412549495-5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5-0195ea700608,31/03/2025 04:22,KOR,BUSAN,4,63.79,2,86,117,5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5?&start=2025-03-29&end=2025-06-02,FALSE
412549496,8573170,FALSE,b03025fa9-98c5-323b-8273-81da1edeb5f6,FUYUANYU8289,BZW9Z,CHN,fishing,fishing,412549496-b03025fa9-98c5-323b-8273-81da1edeb5f6-0195ead3bd60,31/03/2025 06:11,KOR,BUSAN,4,63.71,2,98,116,b03025fa9-98c5-323b-8273-81da1edeb5f6,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b03025fa9-98c5-323b-8273-81da1edeb5f6?&start=2025-03-29&end=2025-06-02,FALSE
412549497,9929156,FALSE,26876cd96-6cfa-b355-a348-63995ebf558f,FUYUANYU8290,BZW4Z,CHN,fishing,fishing,412549497-26876cd96-6cfa-b355-a348-63995ebf558f-0195ea7349f8,31/03/2025 04:26,KOR,BUSAN,4,63.79,2,88,106,26876cd96-6cfa-b355-a348-63995ebf558f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/26876cd96-6cfa-b355-a348-63995ebf558f?&start=2025-03-29&end=2025-06-02,FALSE
412549498,9929168,FALSE,f1b303084-4fd6-4063-f4f2-3340564bc307,FUYUANYU8291,BZW1X,CHN,fishing,fishing,412549498-f1b303084-4fd6-4063-f4f2-3340564bc307-0195ec4df598,31/03/2025 13:04,KOR,BUSAN,4,63.42,2,93,124,f1b303084-4fd6-4063-f4f2-3340564bc307,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f1b303084-4fd6-4063-f4f2-3340564bc307?&start=2025-03-29&end=2025-06-02,FALSE
412549507,9930997,FALSE,38e7e78e4-46ea-a1c3-fd49-72cd64140842,FU YUAN YU 7008,BZU2D,CHN,fishing,fishing,412549507-38e7e78e4-46ea-a1c3-fd49-72cd64140842-0195cbf72e68,25/03/2025 06:22,KOR,BUSAN,4,69.71,1,105,124,38e7e78e4-46ea-a1c3-fd49-72cd64140842,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/38e7e78e4-46ea-a1c3-fd49-72cd64140842?&start=2025-03-23&end=2025-06-02,FALSE
412549508,9930868,FALSE,2ffd83caf-f9a5-24d6-5aef-859090b2c5c2,FU YUAN YU 7009,BZU3D,CHN,fishing,fishing,412549508-2ffd83caf-f9a5-24d6-5aef-859090b2c5c2-0195cc1ee278,25/03/2025 07:05,KOR,BUSAN,4,69.67,1,100,88,2ffd83caf-f9a5-24d6-5aef-859090b2c5c2,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/2ffd83caf-f9a5-24d6-5aef-859090b2c5c2?&start=2025-03-23&end=2025-06-02,FALSE
412549509,9930870,FALSE,669489d81-1c77-0e31-7b1e-41069a47ab3e,FU YUAN YU 7010,BZU4D,CHN,fishing,fishing,412549509-669489d81-1c77-0e31-7b1e-41069a47ab3e-0195cdb33260,25/03/2025 14:27,KOR,BUSAN,4,69.38,1,104,95,669489d81-1c77-0e31-7b1e-41069a47ab3e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/669489d81-1c77-0e31-7b1e-41069a47ab3e?&start=2025-03-23&end=2025-06-02,FALSE
412549511,9930882,FALSE,4cf88a58e-ea57-81fb-1df7-bf9bb0c23453,FU YUAN YU 7011,BZU5D,CHN,fishing,fishing,412549511-4cf88a58e-ea57-81fb-1df7-bf9bb0c23453-0195cef77de8,25/03/2025 20:21,KOR,BUSAN,4,69.13,1,109,64,4cf88a58e-ea57-81fb-1df7-bf9bb0c23453,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/4cf88a58e-ea57-81fb-1df7-bf9bb0c23453?&start=2025-03-23&end=2025-06-02,FALSE
412549512,9930894,FALSE,e926d3ad6-6ace-207a-0c55-1d6dabeb28ad,FU YUAN YU 7012,BZU6D,CHN,fishing,fishing,412549512-e926d3ad6-6ace-207a-0c55-1d6dabeb28ad-0195cd6f4f78,25/03/2025 13:12,KOR,BUSAN,4,69.42,2,93,90,e926d3ad6-6ace-207a-0c55-1d6dabeb28ad,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/e926d3ad6-6ace-207a-0c55-1d6dabeb28ad?&start=2025-03-23&end=2025-06-02,FALSE
412549513,8792166,FALSE,3d96ab623-3078-c904-79a9-dcd7280a0925,FU YUAN YU YUN 088,BZ9UQ,CHN,carrier,carrier,412549513-3d96ab623-3078-c904-79a9-dcd7280a0925-0196efe58e68,20/05/2025 22:52,KOR,BUSAN,4,13.04,0,0,0,3d96ab623-3078-c904-79a9-dcd7280a0925,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/3d96ab623-3078-c904-79a9-dcd7280a0925?&start=2025-05-18&end=2025-06-02,FALSE
